Symbol,Mean_Return_Annual,Std_Annual,Sharpe_Ratio,Min_Return_Daily,Max_Return_Daily
1299,0.0429965637419073,0.2060857574119927,0.20863432913489252,-0.1908483730231163,0.2280009864294387
981,0.04287708757655247,0.4720462894187936,0.09083237923413152,-0.3925617032722565,0.4720798571901484
123,0.04230450649792402,0.47323897062288517,0.08939353925616504,-0.34707678987001,0.4621604517847096
252,0.042130472267499164,0.2698383430421759,0.1561322671660274,-0.3008923041885875,0.4328640822962789
1093,0.04171413079586255,0.4517335640844113,0.09234233210102541,-0.4401506660960544,0.3172408746933253
1898,0.04156179161131667,0.41028749081760707,0.10129919274042144,-0.3897841025460112,0.3356636657261393
336,0.041367445757024,0.512283842444249,0.08075102575878323,-0.4440624076063083,0.4289001598666308
861,0.041166804985329784,0.38122541079719313,0.10798546953951603,-0.3089389114771961,0.2691286645560331
811,0.040244665693535304,0.3055973203748721,0.13169181471934283,-0.3319626461152378,0.2513144282809061
1928,0.04002635490900897,0.35110420654663727,0.11400135390771018,-0.3632228029098636,0.3356693461726226
763,0.03958569224735917,0.4235724335335146,0.09345672454916026,-0.3680223106243881,0.2666728963624374
392,0.03953575413002246,0.2852292984947012,0.1386104244503372,-0.2317254061621494,0.1953087523207659
1368,0.03885313622335093,0.43613099791013243,0.08908593154242356,-0.4537976305326827,0.4054651081081644
1137,0.038513636884097965,0.5341112918108205,0.072107887390891,-0.4016263318009987,0.5011403180315271
1224,0.03805329319833242,0.5034388950342955,0.0755867168263591,-0.5029597169290313,0.581651676334603
142,0.037671202425081485,0.2917070001006377,0.12914054997680918,-0.2372692535778583,0.2206086957110216
662,0.0376069543703214,0.23456297538599105,0.16032775125075183,-0.1590646946296875,0.2163175862438098
489,0.03723719360976077,0.4194542311500122,0.08877534387403375,-0.2531523262435766,0.3759395555216579
529,0.03625866553848138,0.2980635116444627,0.12164744801682262,-0.2231435513142097,0.238891908282349
146,0.03625185670830379,0.2836327680386852,0.12781265352020021,-0.2231435513142095,0.2905848321097423
225,0.035953584872441026,0.20883387898716366,0.17216356391412418,-0.1772582548374079,0.2397786118187419
999,0.03588416414834107,0.4689465438772942,0.07652079883486809,-0.5069345682730241,0.5950293246014218
973,0.03574553721458789,0.2567941357012083,0.1391991959511858,-0.2116791214235103,0.2378961897892478
696,0.035381572212907886,0.4209916381535729,0.08404340848214448,-0.5409030790032686,0.3134462093879123
546,0.034945853743230074,0.47486540003572913,0.07359107178708056,-0.3485448178554821,0.4585749334221128
327,0.033883807003322705,0.3765193152899551,0.08999221454875166,-0.5392273143517152,0.3318281697558747
4,0.03383263123058321,0.33769851108846227,0.1001859058292399,-0.2702903297399117,0.2282586519809801
1600,0.03382617373748467,0.31646686334910185,0.10688693716463529,-0.2975021186327564,0.2890325115496525
54,0.03371105473473501,0.19061668061963719,0.17685259561309413,-0.1765891531044023,0.2379586370993503
331,0.03361257694144499,0.26388458322420727,0.1273760540716634,-0.3101549283038394,0.2574120081490246
3308,0.03300175756296999,0.3029765540532374,0.10892512018329675,-0.239262933194093,0.2388173898576339
753,0.03262447947940193,0.4230579090100892,0.07711587180993677,-0.415827895143711,0.276335280064053
1052,0.032351155289745,0.24879217903287523,0.13003284675387702,-0.2461330695389084,0.1730496059952944
533,0.03210234359437272,0.27678836376221994,0.11598155051760349,-0.2461330695389086,0.3033356130317846
258,0.032101840808065725,0.354157383261241,0.0906428676213312,-0.2603728930825657,0.3166696093250331
116,0.032036343878142824,0.3837880409585269,0.08347405458005074,-0.3494837115947453,0.2584116901516677
418,0.03171898112794182,0.5079673904673329,0.06244294756551238,-0.3342020880866737,0.4462871026284195
46,0.03126690605843127,0.28254233993110256,0.11066272780941663,-0.2498117983963711,0.3123746850421524
382,0.031009530527923643,0.5427739329622591,0.05713157660074999,-0.3703737882968942,0.519360526215828
2388,0.03090257680704326,0.25614472056715654,0.12064498826530044,-0.2456430202519243,0.1847635604495065
1071,0.030728341643922217,0.39026064050570597,0.07873799828776978,-0.3087354816496133,0.3195226783074396
247,0.027986713668101994,0.10916679120004515,0.2563665503075666,-0.0961839238529215,0.1181596125766687
222,0.02738787624418865,0.38023276625812635,0.07202923754760264,-0.253836497713616,0.3786178580719763
218,0.02708464682389202,0.564341375292151,0.047993374240672515,-0.3471054929225816,0.7062956534034515
165,0.026948275292434775,0.43267249323987433,0.062283310618256954,-0.3582694167718898,0.3249114142201369
596,0.02687169893453692,0.5150666015756542,0.05217130920997979,-0.3522205935893521,0.618578485062437
28,0.026552021770822658,0.31899198242867555,0.0832372700049272,-0.3123746850421524,0.3493756414571208
1766,0.026345913049759945,0.3539980643421672,0.07442389013826509,-0.2883782089226364,0.3817485814908483
190,0.02598453691134546,0.46629359674883936,0.05572569962898625,-0.4212134650763035,0.760649183339891
728,0.025909321318324657,0.26825437993145357,0.09658489574315696,-0.2205870948729084,0.2003603773836329
386,0.02495187429615705,0.30660335017514206,0.08138161008972572,-0.2842979744675403,0.204794412646013
912,0.024797158993860393,0.3792324548989394,0.0653877553820348,-0.3733767935566637,0.3677247801253173
99,0.024470646863426183,0.2951814943840781,0.08290034209118129,-0.2231435513142097,0.2719337154836417
837,0.024281104638500972,0.19837088227247382,0.12240256412808347,-0.1995119467809326,0.1934948573920799
1398,0.024171278394358578,0.2616083869210495,0.09239489100039137,-0.1971366425790953,0.2368851791665062
151,0.024105207508444103,0.23263853112977864,0.10361657370935207,-0.2202823190331776,0.1662157913791011
52,0.0238687851669512,0.24149429176939433,0.09883788553372423,-0.2549261703560536,0.1950394500812366
208,0.02347579976845727,0.46889791094241223,0.05006590820862167,-0.707962266345086,0.6840973450400274
8,0.02301521143561613,0.20610017342781475,0.1116700245945065,-0.1683353148192146,0.1399871929673938
565,0.022898778478061245,0.5372636084154361,0.04262112326125557,-0.3386021628790377,0.5728980524083682
2,0.022782625499260387,0.13657172452920804,0.16681802604306983,-0.1345797939087394,0.131709345354578
598,0.02272897183999771,0.36604103390160947,0.06209405431334012,-0.2824050153509372,0.2904871233793895
2128,0.02198051232748516,0.38804445829601075,0.05664431447882664,-0.2876820724517809,0.3948267099031086
2302,0.021792919136851916,0.5260378946123131,0.04142842057588488,-0.3719049116158626,0.6584616225720552
558,0.021215360081750505,0.5828539306273451,0.03639910270299748,-0.4291601378356188,0.5108256237659907
2355,0.020819067250398164,0.3775844639751134,0.05513751024398702,-0.2996252552959553,0.393269835014346
857,0.02070939516109284,0.31533408825978304,0.06567445744727646,-0.2558904197332937,0.2569515313607408
2727,0.020336941075445522,0.36084425745163506,0.05635933136104109,-0.2608838792970568,0.2910276761077031
1055,0.02031299636755047,0.4821720060036283,0.042128112197782,-0.4280927336300986,0.3312159827323858
751,0.019926334171492095,0.5328808198346426,0.037393603653581305,-0.492476485097794,0.4880973726884345
1045,0.01976781511229341,0.4343746031086029,0.04550868068902968,-0.3275035666384526,0.4395109495178815
6,0.019678554974486305,0.17849386968777037,0.11024779175278643,-0.1796090131934128,0.1121336426636721
1288,0.019678193523340128,0.21914243126539906,0.0897963639889906,-0.175153067315342,0.2766322362651959
2341,0.01949443198786548,0.36711380614003775,0.05310187648031198,-0.3433333270011581,0.3132946483085071
2218,0.019254252938857148,0.3939417719153269,0.048875885502681904,-0.3502024294331148,0.3389753668393315
900,0.018814995828360402,0.1728542235172899,0.10884892162602214,-0.1746714280157101,0.1570193739317363
85,0.017932121486566633,0.5919441004205583,0.030293606227051514,-0.4216850519749278,0.6480267452794757
581,0.017822762124831117,0.3834728310217938,0.04647724866802415,-0.2901914840572068,0.3669314441059215
184,0.017710897531909853,0.32560521672251647,0.05439377694922876,-0.2750698906690923,0.3195996754200859
1866,0.017655492865566468,0.33901341297799087,0.05207903932318065,-0.2725684346417327,0.4006224836323763
960,0.017538206657384987,0.37690377678904247,0.046532318690988686,-0.372804325868616,0.5348258785736054
3378,0.017312235589601353,0.41070912065857035,0.04215206022656925,-0.3364722366212129,0.5108256237659906
867,0.01656846088404838,0.3450279828114189,0.048020629367630636,-0.4475515097413846,0.270013768318467
3918,0.01635857664889473,0.41936277182834564,0.039008175612666576,-0.3002450517524861,0.3298824269421573
289,0.0162306571567169,0.17509510533108733,0.09269623571730547,-0.147003287617605,0.1247389904951369
81,0.01619279584837302,0.5195450318090595,0.03116726146334147,-0.3972306222474404,0.4446858212614455
1836,0.015663094257122267,0.2767854622134113,0.05658929530426519,-0.2444533379009608,0.2304619321218895
369,0.014462331337631858,0.3014015981370044,0.0479835920812135,-0.3465225724747143,0.31760375231683
100,0.013732052221399062,0.39821852656249745,0.03448371008736561,-0.6881346387364011,0.396918047529706
609,0.01342989370634208,0.4292123913242018,0.03128962252209985,-0.4382549309311551,0.3392157225669637
1133,0.013207171302320027,0.48748910701230674,0.02709223880562855,-0.4315602188910162,0.3683255611587076
1171,0.013165535162955277,0.4903229894545288,0.02685074011643138,-0.5364933705145686,0.2727867395053405
148,0.01291795111984267,0.421205173415998,0.030669022925519523,-0.3514850290103981,0.2793832696370859
20,0.011813790792967425,0.39394320511719394,0.02998856342617446,-0.384142338639343,0.3768098523477883
754,0.011139359848398835,0.5874111967658086,0.018963478921972133,-0.4421184257561998,0.5596157879354225
1138,0.01109077182993341,0.3967058643053817,0.027957166323600912,-0.2844130273698767,0.2438628289724852
19,0.011023358156702967,0.2638959998705698,0.04177160003224556,-0.2359959279315015,0.2316062252329435
576,0.01080861448674381,0.2903976800739379,0.03722004419591726,-0.2528855205129471,0.1918910078101052
86,0.010607881746558401,0.33415238088335675,0.031745641669575046,-0.3076376751192242,0.3319626461152378
830,0.010275318873637525,0.38248405796928725,0.02686469843525508,-0.3364722366212129,0.4502010019495558
762,0.010078952166012716,0.3004737069723101,0.033543541188918516,-0.2581701734254606,0.2396728532654202
3988,0.010055327549511888,0.2486190946808294,0.040444711466835044,-0.2226496021809263,0.1823215567939546
2398,0.010037871197872085,0.45671469282272426,0.021978428449133183,-0.3220834991691131,0.5228018148127063
1065,0.009988297088722476,0.3870321049114829,0.025807412258491768,-0.3494372766385019,0.3738597686928332
636,0.00997882837656205,0.3493843729823898,0.0285611754509267,-0.3530015385724233,0.3187083460148815
670,0.009280558472729131,0.4755591853086118,0.019515044098468118,-0.4093637485238217,0.4446858212614455
1361,0.00908986181482406,0.32663138861794083,0.0278291129743701,-0.2452538036692151,0.329753286372468
956,0.00901320330557392,0.34506953588302236,0.026119962408473436,-0.3417492937220565,0.2821110274023256
608,0.008960657916529828,0.2281143377612085,0.03928143230483785,-0.176279242337992,0.2992428948528569
3900,0.007851249039063103,0.5652560311474844,0.013889721836536383,-0.4581088415935862,0.5193363134338994
83,0.007776363300030724,0.31523011646229093,0.02466884632503368,-0.2667267072757929,0.25489224962879
187,0.007499180420978182,0.49596526320660983,0.015120374303016791,-0.3949109204294742,0.4421184257561999
8016,0.007082513438370649,0.3839407210980237,0.01844689309879797,-0.5128236264286636,0.6007738604289301
881,0.007019080737966301,0.4050023376656383,0.017330963515971385,-0.351792419744232,0.3984671789205197
458,0.006883443617507061,0.3958971677281107,0.017386948376034824,-0.3566749439387324,0.488352767913932
16,0.006696796956447579,0.2652573685683274,0.02524641254111875,-0.1929572610008341,0.197189813260794
3323,0.006409054946575533,0.547216705402061,0.011712096658062651,-0.5568176049274183,0.418710334858185
3899,0.006270435812970385,0.47952420176863914,0.013076369847117216,-0.4287809134217812,0.4208805201756085
1428,0.006023343433503641,0.40887927571716487,0.014731349303382607,-0.4028160999365874,0.5020919437972361
14,0.005595148713750844,0.2684843861313484,0.02083975457333886,-0.2058520542041487,0.2079434547912309
906,0.0055819218809358105,0.3350890914877829,0.01665802326226822,-0.262364264467491,0.2965139243196095
665,0.005462177882845966,0.4917490349250003,0.011107653487675959,-0.4569092206846744,0.4741616393943992
777,0.005393609411814825,0.4089692396236463,0.013188300950893742,-0.3596555720768701,0.4567584024957149
277,0.005235144490901501,0.25010911778152,0.0209314419935486,-0.2288415724288475,0.2845716500373885
1099,0.004729906873044755,0.26665310626736016,0.017738052780462667,-0.1938414006268161,0.2472917063393758
119,0.004214510572926924,0.47739390285698485,0.00882816170819317,-0.3474538157516984,0.450505833532468
220,0.003651145481779516,0.32610765451834617,0.011196135482229565,-0.287682072451781,0.2469947671363898
374,0.0029427939934566797,0.23935651329164026,0.012294605870495271,-0.2035237644445575,0.2753514599943022
2378,0.0027744432964890518,0.2505096197234078,0.011075196631380324,-0.1912218062642187,0.2168135453148098
105,0.0024447227080262833,0.1881659725143913,0.012992374101216978,-0.1414995622736994,0.2152383718070964
87,0.0015273341950416573,0.24582904305164066,0.00621299329030384,-0.2585346762543932,0.2020850459127944
552,0.0011922612735630362,0.3051437381969586,0.00390721199329831,-0.2598891958675859,0.2355255928574192
3618,0.0008953339889356953,0.25927055400464233,0.0034532806564669277,-0.25549853480348,0.3218817904070653
306,0.0008254161791580276,0.2715768413336574,0.003039346709773118,-0.1992380304606553,0.3332386040541481
1234,0.0006938806651730947,0.30365757834409607,0.0022850760681059276,-0.2931816280178194,0.2984929885559965
2618,0.0005179058901450568,0.5589380445100766,0.0009265890830512611,-0.4196785453582198,0.7285143243972366
32,0.0004942293402940973,0.15023403358514645,0.003289729553949495,-0.1159266516957083,0.1613661916179667
11,0.0004519242687505783,0.21356475257583743,0.002116099512208124,-0.2040953563435152,0.1587310461808379
1888,0.00040244369673014677,0.4060872628066999,0.0009910276277779058,-0.3575256458190451,0.2799810151393676
2380,-0.00010462854940682212,0.35583862623767487,-0.00029403370430319077,-0.3304793012236018,0.2769462573071861
683,-0.00035256957334799485,0.35085537670193495,-0.0010048857642204986,-0.2897807091087022,0.2366027046882145
2868,-0.00047470428069587556,0.504409168635059,-0.0009411095400593818,-0.4428526401797848,0.4621604517847096
1186,-0.0005402142266531672,0.3179714416397561,-0.00169893945150332,-0.2334423035147842,0.2480886190320234
2689,-0.0007014586845200478,0.5229364137900765,-0.001341384279278046,-0.5254549337819497,0.4353180712578455
267,-0.0008100145721981898,0.33499304146068826,-0.0024180041730605495,-0.2635290869637843,0.321739666883494
1798,-0.0008303304172296005,0.3551570891258775,-0.0023379243795280356,-0.2603899301637734,0.4316674805021885
71,-0.0014600943488254623,0.19010039737436155,-0.007680648588809222,-0.1725335504277918,0.147204014696362
2368,-0.0017963028122555363,0.3721098316558318,-0.004827345744298837,-0.3256831906303948,0.3520772346901029
78,-0.0019889250038725393,0.31554069101724047,-0.0063032282697380185,-0.2322760348774821,0.2876820724517808
1800,-0.002435089208162448,0.3266557369927983,-0.007454604136391254,-0.2291858657701722,0.271727551169954
53,-0.0024994605524907717,0.24084491773706684,-0.010377883726902891,-0.2329415476404628,0.2390029145543174
341,-0.002502360045631381,0.23786600452484907,-0.01052004068689844,-0.1743533871447778,0.2081850673838739
880,-0.00270717539827375,0.39810935295000716,-0.0068000798730636835,-0.2975568203715393,0.3673931601587565
1083,-0.0027584459378227444,0.32090573903528385,-0.008595813668260545,-0.2961413373977574,0.2863757365377254
3983,-0.003778559579694765,0.3587780718115519,-0.010531746158888586,-0.2642617982436823,0.2376716518771195
551,-0.0037884095779602825,0.30273261293826653,-0.012514045121173706,-0.3232270098711923,0.2335488162490019
1135,-0.003869376532979009,0.22553626856541825,-0.017156338346782,-0.2591539888372429,0.2345073099645248
695,-0.003908482692195019,0.31642933885400015,-0.01235183408197931,-0.3313571359544425,0.5050949490570056
686,-0.00448554890762117,0.7330877363458039,-0.006118706786693942,-0.5527898228650229,0.7985076962177714
710,-0.004538203870613647,0.48362314209744645,-0.00938376077482916,-0.4403298401043575,0.379104438417096
26,-0.005514000177080217,0.1638009209403171,-0.03366281548007481,-0.178673733150204,0.1625189294977749
45,-0.005597835961427171,0.2733709359347934,-0.020477070623054133,-0.2420450590817661,0.2138584335385301
2601,-0.005605298677083212,0.2775235622136637,-0.020197559559889645,-0.1877839191857946,0.3191235982865998
694,-0.005614285594959906,0.3459262092885157,-0.0162297202241689,-0.2826594601854895,0.2437499626212658
3998,-0.006221648507796591,0.42220214566853675,-0.014736184009545737,-0.2713150949875756,0.345361184038459
697,-0.0063346741139828555,0.5176488884648637,-0.012237395375790192,-0.399215087762993,0.5027934520687264
998,-0.006861549325418326,0.28498893906062284,-0.024076546086438593,-0.2578291093020997,0.2275135509853281
2006,-0.006952964076563904,0.385729561946298,-0.018025489261131376,-0.3237870770938971,0.4548899914356874
266,-0.006975885239970336,0.21180626901089933,-0.032935216094153306,-0.2006706954621511,0.2362728427560024
408,-0.007165691184722328,0.3091671339039717,-0.023177402766711982,-0.305786425917769,0.1881186744782806
194,-0.007260999703134142,0.26081874302232455,-0.027839255795020234,-0.2700271372130602,0.241537267877509
623,-0.008303317032334903,0.41080040666617346,-0.020212533623615383,-0.3896812404069024,0.4054651081081644
3993,-0.00850239327819953,0.49255467072005693,-0.017261826521246935,-0.4191773699721463,0.3491650634196318
3318,-0.009079731791078346,0.532896118184715,-0.017038464873806954,-0.3591410364339257,0.5321030222132755
945,-0.009241745138337766,0.30769473207776843,-0.030035435042813658,-0.3829922522561058,0.225827087523064
693,-0.009921641256854425,0.19955388299604152,-0.049719108983969196,-0.143706720666175,0.2085447518930571
2099,-0.010112150738427125,0.44462099098855784,-0.0227433048447489,-0.44836930059453,0.3957764510044151
144,-0.010571005078655077,0.2994782244968698,-0.03529807583310809,-0.2532308436975349,0.2091328142446114
2600,-0.010696880263849367,0.501227357048266,-0.021341373557188546,-0.4095354190006,0.3783141190422134
10,-0.010860782389039321,0.27151222266272934,-0.04000108091829999,-0.1941560144409575,0.1941560144409574
237,-0.012148460479657,0.289145987060197,-0.04201497175586886,-0.303682413798222,0.2410050586220449
902,-0.013064077249178862,0.3324392152477326,-0.03929764194468921,-0.2584741550152024,0.3196586957178779
287,-0.01324627479081486,0.23951619814909084,-0.0553042962988645,-0.2016373460932461,0.1880008427210994
1085,-0.013751357359984775,0.3954396369837771,-0.034774858344685675,-0.4901481953382031,0.4317824164255378
1883,-0.014041502269249297,0.34318439634467923,-0.0409153283739236,-0.3586890433104335,0.2787134024690205
189,-0.014043507962001128,0.5977483007237515,-0.02349401570024925,-0.5819215454497209,0.9193629309111252
363,-0.014046934462065364,0.30503153196308536,-0.04605076193816353,-0.2471702035348798,0.2601087455476814
